"AppID","Name","Release.date","Price","Supported.languages","Full.audio.languages","Windows","Mac","Linux","Metacritic.score","User.score","Positive","Negative","Average.playtime.forever","Developers","Publishers","Categories"
"Phantom Relics","Apr 3, 2025",NA,10,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Korean', 'Polish', 'Turkish', 'Ukrainian', 'Japanese']","['English', 'Japanese']","True","False","False",0,0,10,0,0,"Dex Games Studio","Dex Games Studio","Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing"
"Aldo: Memory of the Kingdom","Apr 1, 2025",NA,30,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Korean', 'Polish', 'Russian', 'Japanese']","[]","True","True","True",0,0,2,2,0,"Meleiko","Meleiko","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"见诡录：阴魂街 Haunting Record: Phantom Street","Apr 2, 2025",NA,20,"['English', 'Simplified Chinese']","[]","True","False","False",0,0,10,4,0,"Gameloop","Gameloop","Single-player,Steam Achievements,Family Sharing"
"Escape Game Sleepless","Apr 1, 2025",NA,20,"['English', 'Japanese']","[]","True","False","False",0,0,0,0,0,"nicolet.jp","nicolet.jp","Single-player,Steam Achievements,Steam Cloud,Stats,Family Sharing"
"Scrap Dealer Simulator","Mar 22, 2025",NA,25,"['English', 'Turkish', 'German', 'Russian', 'Spanish - Spain', 'French', 'Polish', 'Portuguese - Portugal']","[]","True","False","False",0,0,26,5,0,"Emre Şahin","Survivillage","Single-player,Family Sharing"
"欺神弄鬼","Mar 25, 2025",NA,14,"['Simplified Chinese']","[]","True","True","False",0,0,237,21,7,"猫台班子工作室 Cat Caboodle","猫台班子工作室 Cat Caboodle","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"VR Japanese Sharpshooter","Mar 27, 2025",NA,40,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Japanese', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal', 'Korean']","[]","True","False","False",0,0,0,0,0,"Magicbyte","Magicbyte","Single-player,VR Only,Family Sharing"
"學生騎士團","Mar 27, 2025",NA,15,"['Simplified Chinese', 'Traditional Chinese']","['Simplified Chinese', 'Traditional Chinese']","True","False","False",0,0,1,0,0,"T-Time Technology CO., LTD.","T-Time Technology CO., LTD.","Single-player,Steam Cloud,Family Sharing"
"Dark Shadows","Feb 19, 2025",NA,30,"['English', 'Turkish', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'French', 'Simplified Chinese', 'Italian', 'Polish']","['English', 'Polish']","True","False","False",0,0,9,1,0,"Blackrock Inc.","Blackrock Inc.","Single-player,Steam Achievements,Family Sharing"
"Puttler","Mar 28, 2025",NA,20,"['English']","['English']","True","False","False",0,0,69,1,0,"Bean Juice Studios","Bean Juice Studios","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"advance，fish！","Mar 31, 2025",NA,40,"['English', 'Simplified Chinese']","['English', 'Simplified Chinese']","True","False","False",0,0,0,0,0,"观水清","观水清","Single-player,Family Sharing"
"Hex and Chill","Mar 31, 2025",NA,10,"['English']","[]","True","False","False",0,0,0,0,0,"WantagameMakeagame","WantagameMakeagame","Single-player,Family Sharing"
"Astro Fighters","Mar 28, 2025",NA,40,"['English']","[]","True","False","False",0,0,8,0,0,"Paul Connor","Paul Connor","Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play Together,Family Sharing"
"No Time to Build","Apr 1, 2025",NA,15,"['English', 'German', 'Russian']","['English', 'German', 'Russian']","True","True","False",0,0,9,0,0,"Teqes Studio","Teqes Studio","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Family Sharing"
"Mythic Battlegrounds: Demonic Siege","Apr 4, 2025",NA,10,"['English', 'German', 'Spanish - Spain', 'Polish', 'Turkish']","[]","True","True","True",0,0,19,4,0,"DochiGames","DochiGames","Single-player,Steam Cloud,Family Sharing"
"Jumalien","Mar 31, 2025",NA,10,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Portuguese - Brazil']","[]","True","True","True",0,0,14,0,0,"Kevin Pedatte","Kevin Pedatte","Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing"
"Morse Academy","Apr 1, 2025",NA,25,"['English', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']","[]","True","True","True",0,0,2,0,0,"VAINSANE","VAINSANE","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"MYRIAD DEATH","Mar 24, 2025",NA,20,"['Japanese', 'English']","[]","True","False","False",0,0,138,18,18,"IGNITION M","holo Indie","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"THEMIS","Mar 28, 2025",NA,15,"['English', 'Czech', 'German', 'Polish', 'Spanish - Latin America']","['English', 'Spanish - Latin America']","True","False","False",0,0,1,0,0,"Carp Games Studio s.r.o.","Carp Games Studio s.r.o.","Single-player,Steam Achievements,Family Sharing"
"Panelka","Feb 13, 2025",NA,20,"['English', 'Russian']","[]","True","False","False",0,0,327,48,53,"MonsterAttack","MonsterAttack","Single-player,Steam Achievements,Family Sharing"
"Nitronauts","Apr 4, 2025",NA,15,"['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish']","['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish']","True","True","True",0,0,2,0,0,"Bubble Rocket","Bubble Rocket","Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Family Sharing"
"High Spirits","Apr 2, 2025",NA,10,"['English']","['English']","True","False","False",0,0,3,1,0,"Petri Dish Studios","Petri Dish Studios","Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing"
"BUTTON PRISON","Mar 30, 2025",NA,20,"['English', 'Simplified Chinese', 'Japanese']","[]","True","False","False",0,0,18,3,0,"daimaGAME","daimaGAME","Single-player,Steam Achievements,Full controller support,Family Sharing"
"Emissary Zero","Mar 28, 2025",NA,15,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil', 'Turkish', 'Traditional Chinese', 'Simplified Chinese', 'Polish', 'Korean']","[]","True","False","False",0,0,114,28,0,"Rone Vine","Rone Vine","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing"
"ROOM FOOTBALL - Hangar","Mar 28, 2025",NA,40,"['English']","[]","True","True","True",0,0,2,1,0,"Hede","Hede","Single-player,Steam Achievements,Steam Leaderboards,Family Sharing"
"LASTORAGE｜最果て倉庫","Mar 31, 2025",NA,20,"['English', 'Japanese']","[]","True","False","False",0,0,1,1,0,"Teramay","Teramay","Single-player,Steam Achievements,Family Sharing"
"Parkour Challenger","Apr 1, 2025",NA,25,"['English']","[]","True","False","False",0,0,0,0,0,"Jumbo Studio","Jumbo Studio","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Family Sharing"
"Population Quiz","Mar 21, 2025",NA,12,"['English']","[]","True","True","True",0,0,0,0,0,"Source Byte","Source Byte","Single-player,Steam Achievements,Partial Controller Support,Remote Play Together,Family Sharing"
"KARMA: The Dark World","Mar 27, 2025",NA,10,"['English', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil']","['English', 'Simplified Chinese', 'Portuguese - Brazil']","True","False","False",0,0,1384,101,203,"POLLARD STUDIO LLC","Wired Productions,Gamera Games","Single-player,Steam Achievements,Full controller support,Steam Cloud,HDR available,Family Sharing"
"Super Block Boy and Friends","Mar 28, 2025",NA,25,"['English']","[]","True","True","False",0,0,1,0,0,"Omii Games","Omii Games","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Unbox The Cats","Mar 26, 2025",NA,20,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese']","True","True","False",0,0,2,0,0,"Cuddle Code","Cuddle Code","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Static : The Beginning","Apr 3, 2025",NA,20,"['English']","['English']","True","False","False",0,0,1,0,0,"Ransol Studio","Ransol Studio","Single-player,Family Sharing"
"Quibi","Mar 31, 2025",NA,10,"['English', 'Traditional Chinese', 'Spanish - Latin America', 'Japanese', 'Spanish - Spain']","[]","True","False","False",0,0,0,0,0,"Abraham Eduardo Zarate Mejia","Abraham Eduardo Zarate Mejia","Single-player,Steam Cloud,Family Sharing"
"Streaming ON! VTuber Training","Apr 1, 2025",NA,20,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']","[]","True","False","False",0,0,0,0,0,"Momentum Games","Momentum Games","Single-player,Steam Achievements,Family Sharing"
"Cute Techno Slayer","Mar 28, 2025",NA,40,"['English']","[]","True","False","False",0,0,0,0,0,"Cristopher R","Cristopher R","Single-player,Family Sharing"
"Personality Excretion Hero Silvy's Rebirth","Apr 2, 2025",NA,10,"['Traditional Chinese', 'Simplified Chinese', 'Japanese']","[]","True","False","False",0,0,0,0,0,"Circle Fairy Flower","BokiBoki Games,BokiBoki Game","Single-player,Family Sharing"
"ROLLING STAR","Mar 31, 2025",NA,10,"['Japanese', 'English', 'Korean']","[]","True","False","False",0,0,21,0,0,"NUL2 STUDIO","NUL2 STUDIO","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"Oddventure","Apr 3, 2025",NA,10,"['English', 'Polish']","[]","True","False","False",0,0,12,0,0,"Infamous Rabbit","Galaktus","Single-player,Full controller support,Family Sharing"
"Mystal Haven","Mar 5, 2025",NA,20,"['English']","[]","True","False","False",0,0,4,0,0,"Todd Lucas","Todd Lucas","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing"
"LIMB: Origins","Mar 25, 2025",NA,10,"['English', 'Russian']","[]","True","False","False",0,0,1,1,0,"Bootur Games","Bootur Games","Single-player,Family Sharing"
"Prisoners of Ulag'Bol: A Dungeon Crawling Deckbuilder","Apr 1, 2025",NA,20,"['English']","[]","True","False","False",0,0,2,0,0,"DF Games","DF Games","Single-player,Steam Cloud,Family Sharing"
"Proxyma","Mar 28, 2025",NA,40,"['English']","[]","True","False","False",0,0,1,0,0,"LGV","LGV","Single-player,Steam Achievements,Full controller support,Family Sharing"
"SauteorFaute","Apr 1, 2025",NA,40,"['English']","[]","True","False","False",0,0,0,0,0,"Halvemoon Studio","Halvemoon Studio","Single-player,Family Sharing"
"Red or Blue","Mar 28, 2025",NA,15,"['English', 'Japanese', 'Simplified Chinese', 'Korean']","[]","True","False","False",0,0,15,0,0,"Canary","Canary","Single-player,Steam Achievements,Family Sharing"
"101 Cats Hidden in Shenzhen","Apr 3, 2025",NA,40,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Danish', 'Finnish', 'Greek', 'Dutch', 'Hungarian', 'Indonesian', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Swedish', 'Thai', 'Czech', 'Turkish', 'Ukrainian', 'Vietnamese', 'Arabic', 'Hindi', 'Spanish - Latin America', 'Portuguese - Portugal']","[]","True","False","False",0,0,0,0,0,"NaipSoft","NaipSoft","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"LiDAR Exploration Program","Apr 2, 2025",NA,10,"['English', 'Russian']","[]","True","False","False",0,0,30,2,0,"KenForest","KenForest","Single-player,Steam Achievements,Full controller support,Family Sharing"
"Terraspace","Apr 3, 2025",NA,40,"['English', 'Russian']","[]","True","False","False",0,0,1,0,0,"Black Apple","Black Apple","Single-player,Full controller support,Family Sharing"
"I Am Quadrober!","Mar 25, 2025",NA,40,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Polish', 'Russian', 'Ukrainian', 'Japanese']","[]","True","False","False",0,0,14,1,0,"QuadroTeam","Make Quadrobers Great Again","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing"
"Lifter","Mar 28, 2025",NA,25,"['English']","['English']","True","False","False",0,0,0,0,0,"Goonie Software","Goonie Software","Single-player,Full controller support,Steam Cloud,Family Sharing"
"Elroy and the Aliens","Apr 2, 2025",NA,10,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil']","['English', 'Portuguese - Brazil']","True","True","True",0,0,49,1,0,"Motiviti","Motiviti","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Jeff The Janitor","Apr 1, 2025",NA,10,"['English']","['English']","True","False","False",0,0,3,1,0,"laurinr","Magma Games","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Family Sharing"
"Rooftop","Mar 31, 2025",NA,20,"['English']","[]","True","False","False",0,0,0,0,0,"Muscle Games","Muscle Games","Single-player,Family Sharing"
"Coin Smith","Mar 27, 2025",NA,20,"['English', 'French', 'German', 'Russian', 'Turkish']","[]","True","False","False",0,0,7,4,0,"Pummel Entertainment","Pummel Entertainment","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"双雄风流传（Romantic Emperor）","Apr 2, 2025",NA,12,"['English', 'Japanese', 'Simplified Chinese']","['Simplified Chinese']","True","False","False",0,0,14,0,0,"Turtle game","Turtle game","Single-player,Steam Achievements,Partial Controller Support,Family Sharing"
"SONOKUNI","Mar 24, 2025",NA,10,"['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Korean']","[]","True","False","False",0,0,48,0,0,"DON YASA CREW","Kakehashi Games","Single-player,Steam Achievements,Full controller support,Family Sharing"
"Dice 'n Goblins","Apr 4, 2025",NA,10,"['English', 'French', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Spanish - Spain', 'German', 'Portuguese - Portugal']","[]","True","True","True",0,0,10,0,0,"Tsukumogami Software","Tsukumogami Software","Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV,Family Sharing"
"cheapskate","Apr 1, 2025",NA,40,"['English']","[]","True","False","False",0,0,2,0,0,"Simple Dev Studio","D'Amato Productions","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Partial Controller Support,Family Sharing"
"Where's my Hentai Deck?","Apr 3, 2025",NA,20,"['English', 'Portuguese - Brazil', 'Spanish - Spain', 'Simplified Chinese', 'Korean', 'Japanese', 'Russian']","[]","True","True","True",0,0,0,0,0,"Kopon Games","Kopon Games","Single-player,Steam Achievements,Full controller support,Family Sharing"
"イル・ドー","Mar 29, 2025",NA,10,"['Japanese']","[]","True","False","False",0,0,19,3,0,"あとらそふと","あとらそふと","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing"
"Hentai Tales: C-D Girls","Mar 27, 2025",NA,40,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Ukrainian', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal', 'Korean', 'Malay']","['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Ukrainian', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal', 'Korean', 'Malay']","True","True","True",0,0,0,0,0,"Hentai works","Hentai works","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"ChessBlaze","Apr 4, 2025",NA,40,"['English']","['English']","True","True","False",0,0,0,0,0,"TokaranGames","TokaranGames","Multi-player,PvP,Online PvP,Steam Achievements,Stats,Family Sharing"
"Pro Dino Hunt VR: Jurassic Hunting World","Mar 24, 2025",NA,40,"['English']","[]","True","False","False",0,0,1,0,0,"Squad Cell","Squad Cell","Single-player,Tracked Controller Support,VR Only,Family Sharing"
"Cyborg: Rise","Mar 24, 2025",NA,25,"['English', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']","[]","True","False","False",0,0,10,1,0,"fish world","fish world","Single-player,Steam Cloud,Family Sharing"
"FIND ALL 6: Netherlands","Mar 27, 2025",NA,16,"['English', 'Russian', 'Czech', 'Japanese']","[]","True","True","True",0,0,45,0,0,"Very Very LITTLE Studio","Very Very LITTLE Studio","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Castle Combat","Mar 30, 2025",NA,35,"['English', 'Simplified Chinese']","[]","True","False","False",0,0,0,1,0,"Pixel Fox Games","Pixel Fox Games","Single-player,Multi-player,PvP,LAN PvP,Shared/Split Screen PvP,Shared/Split Screen,Family Sharing"
"ROOM FOOTBALL - Petrol Station","Mar 28, 2025",NA,40,"['English']","[]","True","True","True",0,0,2,2,0,"Hede","Hede","Single-player,Steam Achievements,Steam Leaderboards,Family Sharing"
"Let's Build Wonders: Galaxy","Mar 31, 2025",NA,10,"['English', 'Japanese', 'Simplified Chinese']","[]","True","False","False",0,0,2,4,0,"Sunjoy Meta","Sunjoy Meta","Single-player,Multi-player,MMO,Co-op,Online Co-op,Steam Achievements,Family Sharing"
"Mamizou's Mimic Check","Mar 22, 2025",NA,15,"['English', 'Japanese']","[]","True","False","False",0,0,4,0,0,"SOMARIYA","SOMARIYA","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Lizard Slayer","Apr 1, 2025",NA,40,"['English', 'Russian']","['Russian']","True","False","False",0,0,2,0,0,"KaiserGames","KaiserGames","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Bonjin ~ An Ordinary Man","Mar 28, 2025",NA,20,"['English', 'Ukrainian']","[]","True","False","True",0,0,15,0,0,"VNDI","VNDI","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing"
"Remote Reaper: FPV Drone","Apr 4, 2025",NA,25,"['English', 'Ukrainian']","[]","True","False","False",0,0,0,1,0,"Vladyslav Fomenko","Vladyslav Fomenko","Single-player,Family Sharing"
"Vindefiant","Apr 4, 2025",NA,10,"['English', 'Simplified Chinese', 'Japanese', 'Russian']","[]","True","False","False",0,0,0,0,0,"Blakey Games","Blakey Games","Single-player,Steam Achievements,Full controller support,Family Sharing"
"Steven","Apr 3, 2025",NA,20,"['English']","[]","True","False","False",0,0,2,0,0,"StevenCompany","StevenCompany","Single-player,Steam Achievements,Stats,Steam Leaderboards,Family Sharing"
"Bugaboo Pocket","Apr 2, 2025",NA,10,"['English', 'Portuguese - Brazil', 'Simplified Chinese']","[]","True","True","False",0,0,64,9,0,"Elytra Games","Elytra Games","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Inn Trouble","Mar 24, 2025",NA,40,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese']","['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese']","True","False","False",0,0,3,0,0,"Challenging Games","Challenging Games","Single-player,Family Sharing"
"Mini Cozy Room: Lo-Fi","Mar 30, 2025",NA,10,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'French', 'Italian', 'German', 'Portuguese - Brazil', 'Spanish - Spain', 'Russian']","['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'French', 'Italian', 'German', 'Portuguese - Brazil', 'Spanish - Spain', 'Russian']","True","False","False",0,0,87,0,0,"Tesseract Studio,Nugem Studio","Tesseract Studio","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Koira","Apr 1, 2025",NA,10,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']","True","True","True",0,0,67,3,0,"Studio Tolima","DON'T NOD","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing"
"YUME 5","Mar 28, 2025",NA,25,"['English', 'Simplified Chinese', 'Russian', 'Japanese', 'Traditional Chinese', 'Korean']","['Japanese', 'Korean']","True","False","False",0,0,31,7,26,"Lovely Games","Lovely Games","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"氷華の雪化粧／Snow Veil","Apr 1, 2025",NA,30,"['Japanese']","['Japanese']","True","False","False",0,0,0,0,0,"Jloo","Sub:06","Single-player,Family Sharing"
"Mojika - Truth Rears Its Ugly Head","Mar 31, 2025",NA,10,"['English', 'Simplified Chinese']","[]","True","False","False",0,0,96,17,0,"NITRO ORIGIN","JAST","Single-player,Steam Achievements,Family Sharing"
"Twilight Monk","Mar 26, 2025",NA,10,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Portuguese - Portugal']","[]","True","False","False",0,0,137,35,0,"Aquatic Moon Games","GRAVITY GAME ARISE Co., Ltd.","Single-player,Steam Achievements,Full controller support,Family Sharing"
"Girls Kitchen Dinner","Mar 31, 2025",NA,20,"['English', 'Portuguese - Brazil']","[]","True","False","False",0,0,5,0,0,"HKGamesSTUDIOS","GoGo Games Interactive","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Cloud,Family Sharing"
"翎之歌","Mar 30, 2025",NA,10,"['Simplified Chinese']","['Simplified Chinese']","True","False","False",0,0,90,8,0,"YuKi制作组,崩溃猛犸","崩溃猛犸","Single-player,Steam Achievements,Steam Cloud,Stats,Family Sharing"
"Sephiria","Apr 3, 2025",NA,10,"['Korean', 'English', 'Japanese', 'Simplified Chinese', 'Spanish - Spain', 'Russian']","[]","True","True","False",0,0,153,21,788,"TEAM HORAY","TEAM HORAY","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Family Sharing"
"MeowWare","Mar 25, 2025",NA,15,"['English']","['English']","True","False","False",0,0,1,0,0,"Tyler Ashbrook (Scree44s)","Tyler Ashbrook","Single-player,Family Sharing"
"Car Crash Chaos","Apr 1, 2025",NA,15,"['English']","['English']","True","False","False",0,0,0,0,0,"Berk Kalfa","Hittite Games","Single-player,Family Sharing"
"PolyPine","Mar 31, 2025",NA,10,"['English', 'Simplified Chinese', 'French', 'German', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Swedish']","[]","True","False","False",0,0,68,4,0,"Cloudberry Pine","Cloudberry Pine","Single-player,Steam Achievements,Family Sharing"
"VerseRunner: Escape","Mar 26, 2025",NA,15,"['English']","[]","True","False","False",0,0,0,0,0,"Muteppo Software","Muteppo Software","Single-player,Full controller support,Family Sharing"
"Prismatic: Nox's Gate","Apr 1, 2025",NA,25,"['English']","['English']","True","False","False",0,0,1,0,0,"Pyrano Studios","Pyrano Studios","Single-player,Family Sharing"
"Breaking the Grip","Apr 3, 2025",NA,30,"['English', 'French']","[]","True","False","False",0,0,0,0,0,"Imaginary Conception","Imaginary Conception","Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Family Sharing"
"LRUD","Mar 25, 2025",NA,40,"['English']","['English']","True","False","False",0,0,0,0,0,"CSM","CSM","Single-player,Family Sharing"
"Battle AirForce","Mar 31, 2025",NA,40,"['English']","[]","True","True","True",0,0,3,0,0,"SUZUKIPLAN,Yoji Suzuki","SUZUKIPLAN,Yoji Suzuki","Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Family Sharing"
"Hydra Hide Land","Mar 29, 2025",NA,20,"['English', 'Japanese']","[]","True","True","False",0,0,3,0,0,"すくえあ","すくえあ","Single-player,Steam Achievements,Family Sharing"
"BLITZ ARENA","Mar 30, 2025",NA,20,"['English']","['English']","True","False","False",0,0,6,0,0,"PLSAM","PLSAM","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Stats,Steam Leaderboards,Family Sharing"
"G-MODEアーカイブス22 ヘラクレスの栄光Ⅲ 神々の沈黙","Mar 27, 2025",NA,10,"['Japanese']","[]","True","False","False",0,0,1,0,0,"G-MODE","G-MODE","Single-player,Partial Controller Support,Steam Cloud,Family Sharing"
"Black Square","Mar 25, 2025",NA,40,"['English']","[]","True","False","False",0,0,0,0,0,"Slobodeniuk Oleksandr","SlobodeniukGames","Single-player,Family Sharing"
"Turn It Around","Apr 4, 2025",NA,30,"['English', 'Spanish - Spain']","[]","True","False","False",0,0,0,0,0,"Pacopakero","Pacopakero","Single-player,Steam Achievements,Family Sharing"
"Flight Catastrophe","Apr 2, 2025",NA,10,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Korean', 'Polish', 'Russian', 'Turkish']","[]","True","False","False",0,0,0,14,0,"Trigger Labs","Trigger Labs","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Miner Hoversurf 2 Multiplayer Madness","Apr 1, 2025",NA,30,"['English']","['English']","True","False","False",0,0,2,1,0,"Sinned Games","Sinned Games","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Family Sharing"
"Streets of Handbags","Mar 31, 2025",NA,25,"['English']","['English']","True","False","False",0,0,3,0,0,"Velest","Velest","Single-player,Partial Controller Support,Family Sharing"
"Tiny Garden","Apr 8, 2025",NA,20,"['English', 'Spanish - Spain', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Galician', 'Korean']","['English', 'Spanish - Spain', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Galician', 'Korean']","True","False","False",0,0,71,7,0,"Ao Norte","Super Rare Originals","Single-player,Steam Achievements,Steam Cloud,Family Sharing"
"Pub Toilet Simulator 25","Apr 8, 2025",NA,20,"['English']","[]","True","False","False",0,0,38,0,0,"Christopher Bowes","Christopher Bowes","Single-player,Steam Achievements,Family Sharing"
